160000108,1
166004914,0
160000095,1
160038137,0
166002930,0
160002819,0
166002980,0
166008223,0
160001485,0
160000073,0
160000299,0
160002386,0
160000249,0
160000227,0
151127305,0
160000051,0
160000932,0
151127292,0
160001429,0
151127292,0
151127311,1
151127311,1
151127292,0
166002134,0
160004031,0
151127220,1
151127220,1
160000023,0
151127208,1
151127270,0
166001324,0
166002899,0
160001219,0
160003685,0
166008336,0
151127264,0
166001352,0
160001162,0
166001409,0
160004047,0
166002924,0
160001394,0
166002617,0
160010038,0
166005003,0
151127195,1
166008267,0
151127214,1
151127214,1
151127214,1
151127236,1
151127236,1
151127236,1
151127139,1
160011729,0
151127173,0
166008217,0
151127173,0
151127167,1
151127167,1
151124771,1
166002918,0
151127117,1
160001457,0
160001457,0
151127145,0
151127082,0
151124947,0
160001504,0
160002778,0
160001980,0
151127026,0
160001413,0
160001720,0
166008273,0
160004984,0
151127242,0
160002245,0
151127101,1
151127101,1
151127101,1
151127101,1
151127101,1
151127101,1
151127076,1
151127098,0
151127151,0
166001421,0
166008659,0
160000722,0
160000277,0
160001178,0
160001811,0
160000277,0
166001437,0
151127004,0
151127048,0
166003198,0
166001380,0
166002902,0
160001140,0
166001374,0
160007289,0
160001930,0
151126959,0
151126971,1
151126971,1
151126971,1
151126943,1
151126965,0
151126921,1
166003336,0
151126937,1
151127060,0
166008994,0
151127060,0
160004912,0
151126915,1
151126896,0
160017200,0
151126896,0
151126896,0
166000279,0
151126987,0
151127054,0
151126874,0
166000257,0
166005445,0
160001576,0
160004746,0
160008908,0
160000330,0
166003110,0
166002388,0
151126868,0
166008295,0
160000374,0
166002479,0
160003748,0
160002706,0
160002609,0
160001827,0
160001827,0
151126818,1
151126818,1
151126642,0
151126642,0
151126824,1
166000263,0
160015840,0
151127032,0
151126711,1
151126711,1
151126711,1
151126880,0
151126614,1
160008180,0
160004075,0
160008453,0
160009019,0
160008453,0
160001639,0
160001639,0
151126608,0
160000716,0
151127123,0
160001338,0
160001128,0
160001128,0
166002394,0
160008215,0
160008704,0
160005164,0
160004075,0
151126692,0
160005249,0
151126761,0
151126761,0
160001582,0
160000926,0
160000926,0
151126705,1
151126705,1
160002104,0
166000285,0
166001142,0
151126993,0
160004611,0
151126454,0
151126799,0
151126539,0
151126830,0
166001318,0
151126498,0
151126539,0
151126501,1
151126501,1
160003635,0
151126404,0
160001015,0
160042188,0
